TaiwanLongTermCareImplementationGuide
=========================================

/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/Bundle-hah-document.json: line 218, col 10, Info - None of the codings provided are in the value set 'FHIR Document Type Codes' (http://hl7.org/fhir/ValueSet/doc-typecodes|4.0.1), and a coding is recommended to come from this value set (codes = http://ltc-ig.fhir.tw/CodeSystem/hah-document#discharge-summary) (CODEINVALID)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHEncounter.json: line 1, col 93475, Warning - There are multiple different potential matches for the url 'http://terminology.hl7.org/ValueSet/v3-ActPriority'. It might be a good idea to fix to the correct version to reduce the likelihood of a wrong version being selected by an implementation/implementer, or use the [IG Parameter `pin-canonicals`](https://hl7.org/fhir/tools/CodeSystem-ig-parameters.html). Using version '3.0.0', found versions: 2.0.0 (from hl7.terminology.r4#5.0.0), 3.0.0 (from hl7.terminology.r4#7.3.0). Suggested fix: change the canonical reference from 'http://terminology.hl7.org/ValueSet/v3-ActPriority' to 'http://terminology.hl7.org/ValueSet/v3-ActPriority|3.0.0' (INVALID)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHEncounter.json: line 1, col 132266, Warning - There are multiple different potential matches for the url 'http://terminology.hl7.org/ValueSet/v2-0092'. It might be a good idea to fix to the correct version to reduce the likelihood of a wrong version being selected by an implementation/implementer, or use the [IG Parameter `pin-canonicals`](https://hl7.org/fhir/tools/CodeSystem-ig-parameters.html). Using version '3.0.0', found versions: 2.0.0 (from hl7.terminology.r4#7.0.0), 3.0.0 (from hl7.terminology.r4#7.3.0). Suggested fix: change the canonical reference from 'http://terminology.hl7.org/ValueSet/v2-0092' to 'http://terminology.hl7.org/ValueSet/v2-0092|3.0.0' (INVALID)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHEncounter.json: line 0, col 0, Info - The Implementation Guide contains no explicitly linked examples for this profile (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHEpisodeOfCare.json: line 1, col 76280, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-activity|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHEpisodeOfCare.json: line 1, col 96232, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-activity|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHMedicationRequest.json: line 1, col 167802, Warning - There are multiple different potential matches for the url 'http://terminology.hl7.org/ValueSet/v3-ActSubstanceAdminSubstitutionCode'. It might be a good idea to fix to the correct version to reduce the likelihood of a wrong version being selected by an implementation/implementer, or use the [IG Parameter `pin-canonicals`](https://hl7.org/fhir/tools/CodeSystem-ig-parameters.html). Using version '3.0.0', found versions: 2.0.0 (from hl7.terminology.r4#5.0.0), 3.0.0 (from hl7.terminology.r4#7.3.0). Suggested fix: change the canonical reference from 'http://terminology.hl7.org/ValueSet/v3-ActSubstanceAdminSubstitutionCode' to 'http://terminology.hl7.org/ValueSet/v3-ActSubstanceAdminSubstitutionCode|3.0.0' (INVALID)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHMedicationRequest.json: line 1, col 169040, Warning - There are multiple different potential matches for the url 'http://terminology.hl7.org/ValueSet/v3-SubstanceAdminSubstitutionReason'. It might be a good idea to fix to the correct version to reduce the likelihood of a wrong version being selected by an implementation/implementer, or use the [IG Parameter `pin-canonicals`](https://hl7.org/fhir/tools/CodeSystem-ig-parameters.html). Using version '3.0.0', found versions: 2.0.0 (from hl7.terminology.r4#5.0.0), 3.0.0 (from hl7.terminology.r4#7.3.0). Suggested fix: change the canonical reference from 'http://terminology.hl7.org/ValueSet/v3-SubstanceAdminSubstitutionReason' to 'http://terminology.hl7.org/ValueSet/v3-SubstanceAdminSubstitutionReason|3.0.0' (INVALID)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHPatient.json: line 1, col 53524, Info - The extension http://hl7.org/fhir/StructureDefinition/regex|5.3.0 is deprecated with the note: 'This was deprecated in favor of using a constraint on the element using FHIRPath, since constraints allow for the provision of a human readable message associated with the regex' (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHVisitEncounter.json: line 1, col 53901, Warning - There are multiple different potential matches for the url 'http://terminology.hl7.org/ValueSet/v3-ActEncounterCode'. It might be a good idea to fix to the correct version to reduce the likelihood of a wrong version being selected by an implementation/implementer, or use the [IG Parameter `pin-canonicals`](https://hl7.org/fhir/tools/CodeSystem-ig-parameters.html). Using version '3.0.0', found versions: 2.0.0 (from hl7.terminology.r4#5.0.0), 3.0.0 (from hl7.terminology.r4#7.3.0). Suggested fix: change the canonical reference from 'http://terminology.hl7.org/ValueSet/v3-ActEncounterCode' to 'http://terminology.hl7.org/ValueSet/v3-ActEncounterCode|3.0.0' (INVALID)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHVisitEncounter.json: line 1, col 60590, Warning - There are multiple different potential matches for the url 'http://terminology.hl7.org/ValueSet/v3-ActEncounterCode'. It might be a good idea to fix to the correct version to reduce the likelihood of a wrong version being selected by an implementation/implementer, or use the [IG Parameter `pin-canonicals`](https://hl7.org/fhir/tools/CodeSystem-ig-parameters.html). Using version '3.0.0', found versions: 2.0.0 (from hl7.terminology.r4#5.0.0), 3.0.0 (from hl7.terminology.r4#7.3.0). Suggested fix: change the canonical reference from 'http://terminology.hl7.org/ValueSet/v3-ActEncounterCode' to 'http://terminology.hl7.org/ValueSet/v3-ActEncounterCode|3.0.0' (INVALID)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHVisitEncounter.json: line 1, col 61702, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-activity|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHVisitEncounter.json: line 1, col 92122, Warning - There are multiple different potential matches for the url 'http://terminology.hl7.org/ValueSet/v3-ActPriority'. It might be a good idea to fix to the correct version to reduce the likelihood of a wrong version being selected by an implementation/implementer, or use the [IG Parameter `pin-canonicals`](https://hl7.org/fhir/tools/CodeSystem-ig-parameters.html). Using version '3.0.0', found versions: 2.0.0 (from hl7.terminology.r4#5.0.0), 3.0.0 (from hl7.terminology.r4#7.3.0). Suggested fix: change the canonical reference from 'http://terminology.hl7.org/ValueSet/v3-ActPriority' to 'http://terminology.hl7.org/ValueSet/v3-ActPriority|3.0.0' (INVALID)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHVisitEncounter.json: line 1, col 130913, Warning - There are multiple different potential matches for the url 'http://terminology.hl7.org/ValueSet/v2-0092'. It might be a good idea to fix to the correct version to reduce the likelihood of a wrong version being selected by an implementation/implementer, or use the [IG Parameter `pin-canonicals`](https://hl7.org/fhir/tools/CodeSystem-ig-parameters.html). Using version '3.0.0', found versions: 2.0.0 (from hl7.terminology.r4#7.0.0), 3.0.0 (from hl7.terminology.r4#7.3.0). Suggested fix: change the canonical reference from 'http://terminology.hl7.org/ValueSet/v2-0092' to 'http://terminology.hl7.org/ValueSet/v2-0092|3.0.0' (INVALID)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HAHVisitEncounter.json: line 1, col 148380, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hah-activity|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNAPITask.json: line 1, col 177083, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNAPITask.json: line 1, col 184847, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNAPITask.json: line 1, col 192601, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNAPITask.json: line 1, col 200546, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNAPITask.json: line 1, col 216520, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNAPITask.json: line 1, col 224054, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNAPITask.json: line 1, col 227580, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNAPITask.json: line 1, col 227952, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNAPITask.json: line 1, col 228317, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNAPITask.json: line 1, col 228876, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNAPITask.json: line 1, col 229456, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNAPITask.json: line 1, col 229840, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNWound.json: line 1, col 152192, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNWound.json: line 1, col 217637, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNWound.json: line 1, col 242734, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNWound.json: line 1, col 267793, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNWound.json: line 1, col 295453, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNWound.json: line 1, col 323098, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNWound.json: line 1, col 347993, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNWound.json: line 1, col 349087, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNWound.json: line 1, col 349870, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNWound.json: line 1, col 350639, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNWound.json: line 1, col 351505, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/StructureDefinition-HNWound.json: line 1, col 352367, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/Task-hn-getlog-task-example.json: line 24, col 4, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/Task-hn-getlog-task-example.json: line 11, col 8, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/Task-hn-ticket-task-example.json: line 24, col 4, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/Task-hn-ticket-task-example.json: line 11, col 8, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/Task-hn-upload-task-example.json: line 53, col 34, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/Task-hn-upload-task-example.json: line 57, col 34, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/Task-hn-upload-task-example.json: line 66, col 35, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/Task-hn-upload-task-example.json: line 70, col 31, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/Task-hn-upload-task-example.json: line 86, col 4, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/Task-hn-upload-task-example.json: line 78, col 4, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/Task-hn-upload-task-example.json: line 11, col 8, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/Task-hn-upload-task-example.json: line 26, col 8, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/Task-hn-upload-task-example.json: line 37, col 8, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-RelationshipTypeVS-TWLTC.json: line 0, col 0, Info - Pinned the version of http://terminology.hl7.org/CodeSystem/v2-0131 to 3.0.0 from choices of 2.0.0 (hl7.terminology.r4#7.0.0), 2.1.0 (hl7.terminology.r4#5.0.0), 3.0.0 (hl7.terminology.r4#7.3.0) (PROCESSING)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hah-communication.json: line 0, col 0, Warning - The resource ValueSet/hah-communication should have an OID assigned to cater for possible use with OID based terminology systems e.g. CDA usage (OIDs are easy to assign - see https://build.fhir.org/ig/FHIR/fhir-tools-ig/CodeSystem-ig-parameters.html#ig-parameters-auto-oid-root) (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hah-eligibility.json: line 0, col 0, Warning - The resource ValueSet/hah-eligibility should have an OID assigned to cater for possible use with OID based terminology systems e.g. CDA usage (OIDs are easy to assign - see https://build.fhir.org/ig/FHIR/fhir-tools-ig/CodeSystem-ig-parameters.html#ig-parameters-auto-oid-root) (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hah-outcome.json: line 0, col 0, Warning - The resource ValueSet/hah-outcome should have an OID assigned to cater for possible use with OID based terminology systems e.g. CDA usage (OIDs are easy to assign - see https://build.fhir.org/ig/FHIR/fhir-tools-ig/CodeSystem-ig-parameters.html#ig-parameters-auto-oid-root) (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hah-section.json: line 0, col 0, Warning - The resource ValueSet/hah-section should have an OID assigned to cater for possible use with OID based terminology systems e.g. CDA usage (OIDs are easy to assign - see https://build.fhir.org/ig/FHIR/fhir-tools-ig/CodeSystem-ig-parameters.html#ig-parameters-auto-oid-root) (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hah-service.json: line 0, col 0, Warning - The resource ValueSet/hah-service should have an OID assigned to cater for possible use with OID based terminology systems e.g. CDA usage (OIDs are easy to assign - see https://build.fhir.org/ig/FHIR/fhir-tools-ig/CodeSystem-ig-parameters.html#ig-parameters-auto-oid-root) (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hah-summary-type.json: line 0, col 0, Warning - The resource ValueSet/hah-summary-type should have an OID assigned to cater for possible use with OID based terminology systems e.g. CDA usage (OIDs are easy to assign - see https://build.fhir.org/ig/FHIR/fhir-tools-ig/CodeSystem-ig-parameters.html#ig-parameters-auto-oid-root) (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hah-visit-mode.json: line 0, col 0, Warning - The resource ValueSet/hah-visit-mode should have an OID assigned to cater for possible use with OID based terminology systems e.g. CDA usage (OIDs are easy to assign - see https://build.fhir.org/ig/FHIR/fhir-tools-ig/CodeSystem-ig-parameters.html#ig-parameters-auto-oid-root) (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hn-api.json: line 1, col 2825, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hn-api.json: line 1, col 2847, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hn-api.json: line 1, col 2870, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hn-api.json: line 1, col 2890, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hn-api.json: line 1, col 2912, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hn-api.json: line 1, col 2932, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hn-api.json: line 1, col 2952, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hn-api.json: line 1, col 2973, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hn-api.json: line 1, col 2998, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hn-api.json: line 1, col 3019, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hn-api.json: line 1, col 3037, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hn-api.json: line 1, col 3063, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hn-collection.json: line 1, col 1518, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hn-collection.json: line 1, col 1539, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hn-update-action.json: line 1, col 1670, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hn-update-action.json: line 1, col 1689, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)
/home/lorex/repo/TWLongTermCare_IG_Build/fsh-generated/resources/ValueSet-hn-update-action.json: line 1, col 1706, Info - Reference to draft CodeSystem http://ltc-ig.fhir.tw/CodeSystem/hn-workflow|1.1.0 (BUSINESSRULE)

err = 0, warn = 27, info = 453
IG Publisher Version: 2.3.4
